tim_1;tim_2;kondisi_team1_player1;kondisi_team1_player2;kondisi_team2_player1;kondisi_team2_player2;score
Moel/Eka;Wawo/Wirawan;Sakit;Sehat;Pemulihan;Cedera;'2-0
Eka/Moel;Angga/Dennis;Cedera;Pemulihan;Pemulihan;Pemulihan;'2-0
David/Angga;Wawo/Dennis;Sehat;Sehat;Cedera;Sakit;'2-1
Dennis/Wirawan;Arya/Moel;Sakit;Sakit;Pemulihan;Cedera;'2-0
Angga/Moel;Wirawan/Arya;Sakit;Pemulihan;Sehat;Cedera;'0-2
Moel/David;Wawo/Angga;Sakit;Pemulihan;Pemulihan;Pemulihan;'0-2
Moel/Arya;Wirawan/Wawo;Sehat;Pemulihan;Pemulihan;Sakit;'2-1
Wawo/Dennis;Arya/Moel;Sakit;Sehat;Sehat;Cedera;'2-1
Angga/Eka;Moel/David;Sakit;Pemulihan;Sakit;Cedera;'0-2
Wawo/David;Arya/Eka;Cedera;Sakit;Sehat;Pemulihan;'0-2
Wawo/Eka;Angga/David;Sakit;Sehat;Sehat;Sehat;'1-2
David/Moel;Arya/Angga;Cedera;Pemulihan;Cedera;Pemulihan;'0-2
Eka/David;Arya/Moel;Pemulihan;Cedera;Sakit;Cedera;'1-2
Arya/Eka;Wirawan/Dennis;Pemulihan;Sakit;Sehat;Sakit;'2-0
David/Eka;Moel/Wirawan;Pemulihan;Sakit;Pemulihan;Sehat;'0-2
Eka/Angga;David/Arya;Pemulihan;Pemulihan;Cedera;Pemulihan;'1-2
Arya/David;Dennis/Angga;Cedera;Pemulihan;Pemulihan;Cedera;'1-2
David/Dennis;Eka/Angga;Pemulihan;Pemulihan;Cedera;Pemulihan;'0-2
Dennis/Moel;Angga/Arya;Sehat;Sehat;Pemulihan;Cedera;'2-1
Wawo/Arya;Eka/Dennis;Pemulihan;Pemulihan;Pemulihan;Sehat;'0-2
David/Eka;Angga/Arya;Sakit;Pemulihan;Pemulihan;Cedera;'1-2
Eka/Angga;David/Dennis;Cedera;Sehat;Sehat;Cedera;'2-1
Dennis/David;Eka/Angga;Sehat;Sehat;Cedera;Pemulihan;'0-2
David/Wirawan;Arya/Wawo;Sehat;Sakit;Sehat;Sehat;'1-2
Arya/Eka;Wirawan/Angga;Sakit;Sehat;Sakit;Sehat;'1-2
Moel/Wawo;Wirawan/David;Pemulihan;Sehat;Cedera;Pemulihan;'2-0
David/Wirawan;Arya/Dennis;Pemulihan;Cedera;Cedera;Sehat;'2-1
Arya/Dennis;Wirawan/Wawo;Sakit;Pemulihan;Pemulihan;Sakit;'1-2
Arya/Wirawan;Eka/David;Sehat;Cedera;Sakit;Sakit;'2-1
Eka/David;Wirawan/Moel;Cedera;Pemulihan;Sehat;Cedera;'2-0
David/Eka;Dennis/Arya;Cedera;Sakit;Cedera;Cedera;'2-1
Angga/Arya;Moel/Wirawan;Sehat;Pemulihan;Cedera;Sakit;'1-2
Dennis/Moel;Wirawan/Wawo;Sehat;Sehat;Cedera;Cedera;'2-1
Wawo/Eka;David/Moel;Pemulihan;Sakit;Sakit;Cedera;'2-1
Arya/Eka;Moel/Angga;Pemulihan;Sehat;Sehat;Pemulihan;'1-2
Eka/Dennis;Arya/Moel;Sehat;Pemulihan;Cedera;Pemulihan;'2-1
Wawo/Angga;Moel/David;Pemulihan;Sehat;Sakit;Sehat;'1-2
Moel/David;Wawo/Arya;Sehat;Sehat;Cedera;Sakit;'2-1
Dennis/Arya;Angga/Wawo;Sehat;Sakit;Sakit;Pemulihan;'2-0
David/Moel;Wawo/Wirawan;Pemulihan;Pemulihan;Sakit;Sakit;'1-2
Moel/Eka;Arya/Angga;Sehat;Sakit;Sehat;Pemulihan;'2-0
Moel/Arya;Dennis/Eka;Cedera;Pemulihan;Sakit;Sakit;'2-1
Wirawan/Dennis;Angga/Eka;Pemulihan;Sehat;Cedera;Pemulihan;'2-0
Dennis/Angga;David/Wirawan;Sakit;Pemulihan;Sehat;Pemulihan;'2-0
Dennis/Eka;David/Wawo;Cedera;Cedera;Sehat;Sehat;'2-0
Moel/Wawo;David/Dennis;Cedera;Sakit;Sehat;Sakit;'2-0
Moel/Wirawan;David/Wawo;Pemulihan;Sehat;Sehat;Pemulihan;'2-1
Eka/Dennis;Angga/Arya;Cedera;Sakit;Sehat;Sehat;'2-0
Arya/Dennis;Moel/Eka;Sakit;Pemulihan;Sehat;Sehat;'0-2
Arya/Dennis;Moel/Wirawan;Sakit;Pemulihan;Cedera;Sehat;'1-2
Wawo/Wirawan;Arya/David;Sakit;Sakit;Cedera;Sakit;'1-2
Arya/Dennis;Wawo/Eka;Cedera;Cedera;Sehat;Cedera;'2-1
David/Wirawan;Arya/Angga;Pemulihan;Sehat;Sakit;Sakit;'2-0
Moel/Dennis;David/Wirawan;Pemulihan;Sehat;Cedera;Sakit;'2-1
Wirawan/Angga;Arya/David;Sakit;Cedera;Cedera;Cedera;'2-1
Dennis/Wawo;Moel/Eka;Sakit;Pemulihan;Pemulihan;Pemulihan;'2-0
Arya/Angga;David/Wawo;Sehat;Sakit;Sehat;Sakit;'1-2
Angga/Dennis;Wirawan/Moel;Cedera;Pemulihan;Pemulihan;Pemulihan;'2-0
Wirawan/David;Eka/Arya;Cedera;Pemulihan;Sehat;Cedera;'2-0
Angga/David;Wawo/Moel;Sakit;Cedera;Pemulihan;Sakit;'2-0
Wawo/Dennis;Arya/Moel;Sehat;Cedera;Sakit;Cedera;'2-0
Wirawan/Wawo;Moel/Eka;Sakit;Sakit;Pemulihan;Pemulihan;'2-0
Eka/David;Angga/Dennis;Pemulihan;Sakit;Pemulihan;Sehat;'1-2
Eka/Arya;Angga/Wawo;Sakit;Pemulihan;Sehat;Sehat;'0-2
Wawo/Wirawan;Eka/Angga;Cedera;Sehat;Cedera;Sehat;'1-2
Moel/Eka;Wawo/Angga;Pemulihan;Sakit;Sakit;Sakit;'2-0
David/Wirawan;Wawo/Arya;Pemulihan;Sakit;Cedera;Cedera;'2-0
Dennis/Wirawan;Angga/Moel;Cedera;Pemulihan;Pemulihan;Pemulihan;'2-0
Moel/Dennis;Arya/Eka;Cedera;Sakit;Sakit;Sakit;'2-0
Dennis/David;Wawo/Eka;Sakit;Sehat;Pemulihan;Pemulihan;'2-1
Wirawan/Moel;Dennis/Angga;Sakit;Pemulihan;Cedera;Sakit;'2-0
Wirawan/Angga;Eka/Dennis;Cedera;Sehat;Pemulihan;Sakit;'2-0
Arya/Angga;David/Eka;Sakit;Sehat;Sakit;Pemulihan;'0-2
Angga/Eka;Arya/Wirawan;Pemulihan;Sehat;Pemulihan;Pemulihan;'2-0
Wawo/Moel;Wirawan/Eka;Pemulihan;Pemulihan;Pemulihan;Cedera;'2-1
Dennis/Wawo;David/Angga;Pemulihan;Sehat;Sehat;Sehat;'1-2
Moel/Dennis;Arya/Angga;Pemulihan;Cedera;Sakit;Cedera;'2-0
Wawo/Angga;Eka/Wirawan;Sehat;Sakit;Sakit;Cedera;'1-2
Wirawan/Dennis;Arya/Eka;Cedera;Pemulihan;Cedera;Sakit;'2-0
Moel/Angga;David/Eka;Cedera;Pemulihan;Cedera;Cedera;'0-2
Wawo/Angga;Eka/David;Sakit;Pemulihan;Sehat;Pemulihan;'0-2
Moel/Angga;Arya/Eka;Sehat;Pemulihan;Pemulihan;Pemulihan;'0-2
Dennis/David;Arya/Moel;Sehat;Cedera;Cedera;Sehat;'2-1
Angga/Wawo;Eka/David;Sehat;Sakit;Pemulihan;Cedera;'2-1
David/Arya;Dennis/Angga;Pemulihan;Cedera;Cedera;Sakit;'2-0
Arya/Wirawan;Wawo/David;Cedera;Pemulihan;Sakit;Sakit;'1-2
Moel/Dennis;Angga/Wawo;Pemulihan;Cedera;Cedera;Sakit;'2-1
David/Arya;Angga/Moel;Cedera;Sehat;Sakit;Cedera;'1-2
Dennis/Wirawan;Angga/Moel;Cedera;Sakit;Cedera;Sehat;'1-2
Eka/Wirawan;Moel/Arya;Pemulihan;Sakit;Sakit;Pemulihan;'2-0
Wirawan/Dennis;Wawo/Moel;Sehat;Pemulihan;Cedera;Sehat;'2-1
David/Wawo;Dennis/Moel;Pemulihan;Sehat;Sakit;Pemulihan;'1-2
Arya/Wawo;David/Eka;Pemulihan;Cedera;Pemulihan;Sehat;'0-2
Wawo/Arya;Eka/Wirawan;Cedera;Sakit;Cedera;Sakit;'1-2
Eka/David;Angga/Wirawan;Pemulihan;Sehat;Sehat;Sakit;'0-2
Eka/Angga;Moel/Arya;Sehat;Pemulihan;Sehat;Pemulihan;'2-0
Wawo/Arya;David/Eka;Pemulihan;Sehat;Sakit;Cedera;'2-1
Eka/Arya;Wawo/Wirawan;Sakit;Sehat;Cedera;Sehat;'2-0
Eka/David;Wawo/Moel;Pemulihan;Sehat;Sakit;Pemulihan;'1-2
Eka/Arya;Wawo/Dennis;Sehat;Sakit;Sehat;Cedera;'2-1
Wirawan/Eka;Angga/Wawo;Sakit;Pemulihan;Sehat;Cedera;'2-0
Angga/Wawo;Dennis/Eka;Sehat;Pemulihan;Cedera;Pemulihan;'2-0
Dennis/David;Wirawan/Arya;Cedera;Sehat;Sakit;Pemulihan;'0-2
David/Arya;Angga/Wawo;Sakit;Sehat;Cedera;Sehat;'1-2
Eka/David;Wawo/Arya;Pemulihan;Sakit;Sehat;Pemulihan;'2-1
Wirawan/Moel;Arya/Dennis;Cedera;Cedera;Cedera;Sehat;'1-2
Wawo/David;Dennis/Angga;Sakit;Sehat;Sehat;Cedera;'2-1
Angga/Eka;Arya/Wirawan;Sakit;Pemulihan;Cedera;Cedera;'2-0
Arya/Dennis;Moel/Angga;Pemulihan;Pemulihan;Pemulihan;Sakit;'2-1
Wawo/Eka;Angga/Dennis;Sakit;Cedera;Sakit;Pemulihan;'1-2
Arya/Dennis;Wawo/Eka;Cedera;Sehat;Cedera;Sehat;'2-0
Arya/Moel;Angga/Wawo;Cedera;Cedera;Cedera;Pemulihan;'2-1
Wirawan/Moel;Eka/Dennis;Sehat;Cedera;Sehat;Sehat;'2-0
Wawo/Eka;Moel/David;Pemulihan;Sehat;Sakit;Sakit;'0-2
Dennis/Arya;Moel/Eka;Sehat;Pemulihan;Sehat;Sehat;'0-2
Wawo/Moel;David/Eka;Pemulihan;Sehat;Sehat;Pemulihan;'0-2
Moel/Dennis;Wirawan/David;Cedera;Sehat;Cedera;Sehat;'1-2
David/Arya;Angga/Wawo;Cedera;Pemulihan;Sakit;Pemulihan;'1-2
David/Wawo;Angga/Moel;Sakit;Cedera;Sakit;Pemulihan;'1-2
Arya/David;Wawo/Moel;Sakit;Cedera;Sehat;Sakit;'0-2
Arya/Eka;Wirawan/Wawo;Pemulihan;Cedera;Pemulihan;Cedera;'2-0
Dennis/Wawo;Angga/Eka;Sakit;Sehat;Sehat;Pemulihan;'2-0
Moel/David;Eka/Dennis;Cedera;Sehat;Pemulihan;Sehat;'1-2
Moel/Arya;Eka/Angga;Pemulihan;Sehat;Sakit;Cedera;'2-0
Angga/Eka;Arya/Wirawan;Sakit;Cedera;Cedera;Sehat;'1-2
Angga/Moel;David/Eka;Sehat;Sakit;Pemulihan;Pemulihan;'0-2
Wawo/Moel;Arya/Dennis;Sehat;Pemulihan;Pemulihan;Pemulihan;'2-0
Eka/Dennis;David/Wawo;Cedera;Cedera;Sehat;Sakit;'0-2
Arya/Eka;David/Dennis;Cedera;Sakit;Sakit;Cedera;'0-2
Dennis/David;Eka/Arya;Sakit;Sehat;Pemulihan;Sakit;'2-0
Angga/Dennis;Arya/Moel;Cedera;Sehat;Sehat;Cedera;'1-2
Moel/Eka;David/Angga;Cedera;Pemulihan;Pemulihan;Sehat;'2-1
Wawo/Wirawan;Angga/Dennis;Cedera;Sakit;Cedera;Cedera;'1-2
Eka/Dennis;Wirawan/Wawo;Sakit;Cedera;Sehat;Pemulihan;'2-0
David/Arya;Wirawan/Wawo;Sehat;Sakit;Pemulihan;Pemulihan;'2-0
Wawo/Wirawan;Angga/Eka;Cedera;Sehat;Pemulihan;Pemulihan;'0-2
Wawo/Eka;Arya/Moel;Pemulihan;Sehat;Pemulihan;Sakit;'2-1
Angga/Dennis;Eka/David;Cedera;Cedera;Sehat;Sakit;'1-2
David/Wawo;Angga/Arya;Cedera;Sehat;Cedera;Cedera;'2-1
Arya/Eka;Wirawan/Moel;Sehat;Cedera;Sehat;Sakit;'2-0
Dennis/Wawo;David/Eka;Pemulihan;Sakit;Cedera;Cedera;'2-0
David/Wirawan;Moel/Dennis;Cedera;Pemulihan;Pemulihan;Sehat;'2-1
Moel/Arya;David/Wawo;Cedera;Cedera;Pemulihan;Sakit;'1-2
Arya/Wirawan;Eka/Angga;Cedera;Sakit;Pemulihan;Pemulihan;'2-1
Moel/Arya;Wawo/Wirawan;Sakit;Cedera;Pemulihan;Sehat;'1-2
Eka/Wawo;Angga/Wirawan;Cedera;Sehat;Sakit;Cedera;'0-2
Moel/Eka;Wawo/Arya;Sakit;Sakit;Pemulihan;Sehat;'0-2
David/Eka;Dennis/Moel;Pemulihan;Sakit;Sehat;Sehat;'2-1
Arya/Dennis;Wawo/Wirawan;Sakit;Pemulihan;Sakit;Sehat;'0-2
Arya/David;Moel/Angga;Sehat;Cedera;Sakit;Sakit;'2-1
Arya/Eka;Wawo/Wirawan;Pemulihan;Cedera;Pemulihan;Cedera;'0-2
Angga/Dennis;Eka/Moel;Sehat;Sehat;Cedera;Cedera;'1-2
David/Moel;Arya/Eka;Cedera;Sakit;Sehat;Sakit;'2-1
Eka/Arya;David/Angga;Pemulihan;Sehat;Sakit;Cedera;'0-2
Wawo/Angga;Eka/Moel;Sakit;Cedera;Sehat;Cedera;'1-2
Wawo/Arya;Dennis/Angga;Cedera;Pemulihan;Cedera;Sehat;'2-0
Wirawan/Dennis;Arya/David;Sehat;Pemulihan;Cedera;Sakit;'0-2
Wirawan/Arya;David/Eka;Pemulihan;Sehat;Sehat;Pemulihan;'2-1
Moel/David;Eka/Wirawan;Sakit;Pemulihan;Sakit;Sehat;'0-2
Wirawan/Moel;Arya/Dennis;Sehat;Pemulihan;Pemulihan;Pemulihan;'1-2
Arya/David;Angga/Dennis;Sehat;Sakit;Sakit;Sehat;'2-1
Wirawan/Wawo;Eka/Dennis;Cedera;Sehat;Cedera;Cedera;'2-0
Arya/Angga;Wawo/Eka;Sakit;Pemulihan;Sehat;Sakit;'2-0
Dennis/Wawo;Angga/David;Sakit;Sehat;Sehat;Sakit;'1-2
Angga/Moel;Wawo/Eka;Pemulihan;Pemulihan;Sehat;Cedera;'2-1
Arya/Dennis;Wirawan/Angga;Cedera;Sehat;Sehat;Sehat;'0-2
Moel/Wirawan;Arya/Dennis;Sehat;Sehat;Sehat;Sehat;'2-1
Dennis/Eka;Angga/Wawo;Cedera;Cedera;Sehat;Sehat;'2-1
Arya/David;Moel/Wawo;Sakit;Sakit;Pemulihan;Sehat;'1-2
Dennis/Angga;Moel/Wawo;Cedera;Pemulihan;Sakit;Sakit;'2-0
Moel/Arya;David/Angga;Sehat;Pemulihan;Cedera;Cedera;'0-2
Dennis/Moel;Wirawan/Angga;Cedera;Sehat;Cedera;Sehat;'1-2
Wawo/Moel;Angga/Eka;Pemulihan;Sehat;Cedera;Sehat;'2-1
Dennis/David;Eka/Wawo;Pemulihan;Sehat;Pemulihan;Sakit;'0-2
Wirawan/Dennis;Moel/Wawo;Cedera;Sehat;Sehat;Pemulihan;'2-0
Arya/Angga;David/Dennis;Sehat;Sehat;Cedera;Sakit;'2-0
Dennis/Moel;Wawo/David;Sakit;Sehat;Pemulihan;Sehat;'2-1
Wawo/Dennis;Arya/Moel;Cedera;Cedera;Sehat;Sehat;'0-2
Arya/Moel;Wawo/Dennis;Sakit;Cedera;Sehat;Sehat;'2-1
Moel/Angga;Arya/David;Cedera;Sehat;Sehat;Cedera;'2-0
Dennis/David;Moel/Wirawan;Sehat;Sehat;Cedera;Sehat;'2-0
Dennis/Angga;Wawo/Arya;Sakit;Sehat;Sehat;Sehat;'2-1
Wawo/Wirawan;Angga/Arya;Cedera;Cedera;Pemulihan;Sakit;'1-2
Wirawan/Angga;Moel/Arya;Sakit;Pemulihan;Cedera;Cedera;'2-0
Arya/Eka;Angga/David;Pemulihan;Sakit;Cedera;Pemulihan;'1-2
Wawo/Moel;Dennis/Eka;Sakit;Pemulihan;Pemulihan;Cedera;'1-2
Arya/Wawo;David/Angga;Sehat;Cedera;Cedera;Sehat;'0-2
Eka/Moel;David/Wawo;Pemulihan;Cedera;Sakit;Pemulihan;'1-2
David/Eka;Wirawan/Wawo;Sakit;Sehat;Cedera;Sehat;'0-2
David/Wirawan;Angga/Wawo;Sakit;Cedera;Sakit;Sehat;'2-0
David/Eka;Moel/Dennis;Sakit;Sakit;Cedera;Pemulihan;'2-1
David/Angga;Wawo/Eka;Sehat;Sakit;Sehat;Sakit;'2-0
Moel/Wawo;Wirawan/Eka;Sakit;Sehat;Pemulihan;Sehat;'2-1
Eka/Wawo;Wirawan/Dennis;Pemulihan;Sehat;Sakit;Pemulihan;'0-2
Arya/Angga;Dennis/Eka;Sakit;Cedera;Sehat;Cedera;'2-0
Wawo/Wirawan;Dennis/Moel;Pemulihan;Sakit;Cedera;Sehat;'2-1
Wirawan/Moel;Wawo/Eka;Cedera;Sakit;Cedera;Sakit;'1-2
Wirawan/Wawo;Angga/Eka;Sakit;Sehat;Sakit;Cedera;'1-2
David/Wawo;Arya/Angga;Sehat;Sakit;Sakit;Sakit;'2-1
David/Arya;Moel/Dennis;Sakit;Sehat;Pemulihan;Sehat;'2-1
David/Angga;Eka/Arya;Cedera;Sehat;Sakit;Pemulihan;'1-2
Dennis/David;Wirawan/Moel;Sehat;Sehat;Sehat;Sehat;'1-2
Eka/David;Wawo/Arya;Pemulihan;Pemulihan;Pemulihan;Pemulihan;'2-0
Wawo/Angga;Eka/David;Cedera;Sakit;Cedera;Cedera;'2-0
David/Wawo;Eka/Dennis;Sakit;Sakit;Pemulihan;Sehat;'2-0
David/Eka;Dennis/Arya;Sehat;Pemulihan;Pemulihan;Cedera;'2-0
Arya/Wawo;Eka/David;Sehat;Sehat;Sakit;Sehat;'1-2
Wawo/Moel;Dennis/David;Sakit;Sehat;Cedera;Pemulihan;'0-2
Moel/Angga;Eka/Arya;Sakit;Pemulihan;Sakit;Cedera;'0-2
Eka/Dennis;Wirawan/Arya;Sehat;Cedera;Cedera;Cedera;'2-0
Wawo/Wirawan;Moel/Arya;Sakit;Sehat;Cedera;Sakit;'0-2
Angga/Wirawan;Wawo/Arya;Pemulihan;Sakit;Pemulihan;Cedera;'2-1
Dennis/Eka;Arya/Moel;Sehat;Sakit;Sakit;Pemulihan;'2-1
Wirawan/Eka;Moel/Dennis;Sehat;Sehat;Sehat;Sehat;'2-1
Angga/Eka;Dennis/Wawo;Pemulihan;Cedera;Sehat;Sehat;'2-1
Angga/Arya;Eka/David;Pemulihan;Pemulihan;Sehat;Sakit;'1-2
Angga/Moel;Wirawan/Dennis;Sakit;Sehat;Sehat;Cedera;'1-2
Wirawan/Arya;David/Eka;Sehat;Sakit;Cedera;Sakit;'2-0
Angga/Wirawan;Moel/David;Sehat;Sehat;Sehat;Cedera;'1-2
Eka/Wirawan;Dennis/Angga;Sehat;Pemulihan;Sehat;Pemulihan;'0-2
Wirawan/Wawo;Eka/Dennis;Sehat;Sehat;Pemulihan;Cedera;'1-2
Wawo/Dennis;Angga/Moel;Sehat;Pemulihan;Sakit;Cedera;'0-2
Arya/Wirawan;Angga/Eka;Pemulihan;Sehat;Pemulihan;Sakit;'1-2
David/Wirawan;Moel/Wawo;Sakit;Cedera;Sehat;Pemulihan;'2-1
Dennis/Moel;Arya/David;Sehat;Sakit;Sakit;Cedera;'2-0
Eka/Wawo;Angga/Arya;Sehat;Sehat;Pemulihan;Pemulihan;'1-2
Eka/Angga;Moel/Dennis;Pemulihan;Sehat;Pemulihan;Cedera;'0-2
David/Angga;Moel/Wirawan;Sakit;Sakit;Cedera;Sehat;'1-2
Eka/Angga;Wawo/Wirawan;Sakit;Cedera;Sehat;Sakit;'0-2
Moel/David;Eka/Angga;Pemulihan;Pemulihan;Sehat;Pemulihan;'2-1
David/Angga;Moel/Wirawan;Cedera;Cedera;Cedera;Sakit;'0-2
Angga/Wirawan;Eka/Arya;Pemulihan;Pemulihan;Cedera;Cedera;'0-2
Wawo/David;Wirawan/Moel;Pemulihan;Cedera;Cedera;Pemulihan;'2-0
Wirawan/Dennis;David/Moel;Sehat;Sakit;Sehat;Pemulihan;'0-2
Eka/Wirawan;Moel/Wawo;Sehat;Sehat;Cedera;Sakit;'2-0
Moel/Angga;David/Wawo;Sehat;Cedera;Cedera;Pemulihan;'2-0
Moel/Angga;David/Wawo;Cedera;Cedera;Sehat;Cedera;'1-2
Wirawan/Wawo;Arya/Angga;Pemulihan;Sakit;Sakit;Sakit;'2-1
Moel/Wirawan;Wawo/Angga;Cedera;Pemulihan;Cedera;Sehat;'0-2
Moel/Arya;Eka/Dennis;Sakit;Sakit;Sehat;Sakit;'1-2
Wawo/Eka;Wirawan/Moel;Sakit;Pemulihan;Sakit;Cedera;'2-0
Angga/Wawo;Eka/Moel;Sakit;Cedera;Cedera;Pemulihan;'0-2
Dennis/Angga;Wirawan/Wawo;Sehat;Cedera;Sakit;Pemulihan;'0-2
Eka/David;Wirawan/Wawo;Sakit;Sehat;Sehat;Sakit;'1-2
Wirawan/Angga;Wawo/David;Sehat;Pemulihan;Pemulihan;Cedera;'2-1
Eka/Wawo;Angga/David;Pemulihan;Cedera;Sehat;Cedera;'1-2
Dennis/Moel;Eka/Wirawan;Cedera;Sakit;Sakit;Cedera;'0-2
Moel/Eka;Angga/David;Pemulihan;Pemulihan;Pemulihan;Sehat;'0-2
Moel/Arya;Eka/Dennis;Cedera;Sehat;Cedera;Sakit;'2-0
Wawo/David;Wirawan/Dennis;Pemulihan;Cedera;Pemulihan;Sakit;'0-2
David/Moel;Eka/Wawo;Pemulihan;Cedera;Sakit;Sakit;'2-0
Wawo/Moel;Wirawan/Angga;Cedera;Sakit;Pemulihan;Sakit;'2-0
David/Arya;Eka/Dennis;Cedera;Pemulihan;Cedera;Pemulihan;'2-1
Wirawan/Moel;Dennis/Eka;Sakit;Sakit;Sehat;Sehat;'1-2
Angga/Dennis;Moel/Wawo;Pemulihan;Pemulihan;Sakit;Sehat;'1-2
Eka/Arya;Wirawan/Dennis;Sakit;Cedera;Pemulihan;Sehat;'1-2
Arya/Moel;Wirawan/Eka;Sehat;Sakit;Cedera;Sehat;'2-1
Wawo/Dennis;Arya/Wirawan;Pemulihan;Sehat;Sehat;Sehat;'1-2
David/Angga;Wawo/Wirawan;Sehat;Cedera;Sehat;Sehat;'1-2
Moel/Angga;Dennis/Arya;Pemulihan;Sakit;Cedera;Cedera;'2-1
Dennis/Wirawan;Moel/Eka;Cedera;Sehat;Cedera;Sakit;'2-1
Wawo/David;Arya/Moel;Sakit;Sehat;Sakit;Sehat;'2-0
Dennis/Angga;Moel/Wawo;Sehat;Sehat;Sehat;Sakit;'0-2
Wirawan/Wawo;Moel/David;Sehat;Sehat;Sakit;Cedera;'0-2
Eka/Wawo;Moel/Arya;Sakit;Cedera;Sakit;Sakit;'2-0
Wawo/Wirawan;Moel/David;Cedera;Pemulihan;Pemulihan;Sehat;'2-0
Wirawan/Eka;David/Moel;Sakit;Pemulihan;Pemulihan;Cedera;'0-2
Dennis/Arya;Angga/Moel;Sakit;Pemulihan;Sakit;Pemulihan;'2-0
Angga/Wawo;Wirawan/Arya;Sakit;Sehat;Pemulihan;Pemulihan;'2-0
Dennis/Wirawan;Eka/Moel;Sakit;Sehat;Sehat;Pemulihan;'2-0
Arya/Angga;Moel/David;Sakit;Cedera;Sakit;Sehat;'2-0
Dennis/Wirawan;Wawo/Arya;Pemulihan;Pemulihan;Sakit;Sehat;'2-0
Wirawan/Angga;Arya/David;Pemulihan;Sakit;Cedera;Sakit;'2-0
Wirawan/Eka;Moel/Angga;Cedera;Sakit;Sehat;Cedera;'1-2
Wawo/David;Dennis/Moel;Sakit;Sehat;Cedera;Sakit;'0-2
Wirawan/David;Moel/Wawo;Sehat;Pemulihan;Sehat;Sakit;'0-2
Dennis/David;Eka/Angga;Sehat;Cedera;Cedera;Sakit;'1-2
Angga/Wirawan;David/Eka;Cedera;Pemulihan;Cedera;Cedera;'0-2
Angga/David;Wawo/Dennis;Sakit;Cedera;Sehat;Sakit;'2-0
Wirawan/Wawo;Arya/Angga;Pemulihan;Sehat;Sakit;Cedera;'2-1
Dennis/Wawo;Angga/Arya;Pemulihan;Sehat;Pemulihan;Pemulihan;'1-2
David/Arya;Angga/Wawo;Sakit;Sakit;Sehat;Pemulihan;'0-2
Wawo/Wirawan;Angga/Dennis;Sehat;Pemulihan;Sehat;Pemulihan;'1-2
Angga/Moel;Arya/Dennis;Sakit;Cedera;Sakit;Sehat;'2-0
Wirawan/Arya;Moel/Eka;Sehat;Sakit;Pemulihan;Sakit;'1-2
Eka/Wawo;Wirawan/Dennis;Sakit;Cedera;Sehat;Sehat;'0-2
David/Wirawan;Angga/Eka;Cedera;Sakit;Pemulihan;Sehat;'1-2
Arya/Angga;Moel/Eka;Cedera;Sehat;Cedera;Sakit;'2-0
Wawo/Arya;Wirawan/Eka;Pemulihan;Cedera;Sehat;Sakit;'2-0
David/Wirawan;Angga/Dennis;Sakit;Cedera;Sakit;Pemulihan;'1-2
Moel/Angga;Wawo/David;Cedera;Sehat;Cedera;Pemulihan;'1-2
Dennis/Angga;Moel/Arya;Pemulihan;Pemulihan;Cedera;Sehat;'2-0
Moel/Wawo;Dennis/Arya;Cedera;Sakit;Sehat;Cedera;'0-2
Arya/David;Wirawan/Eka;Sehat;Pemulihan;Pemulihan;Cedera;'2-1
Dennis/Angga;Eka/Arya;Sakit;Sakit;Sehat;Cedera;'2-0
Eka/Wawo;Arya/Wirawan;Sehat;Sakit;Sehat;Pemulihan;'2-0
Arya/Moel;Wawo/Dennis;Pemulihan;Pemulihan;Sehat;Cedera;'0-2
David/Wirawan;Dennis/Angga;Sakit;Sehat;Sakit;Sehat;'2-1
Wirawan/Eka;Wawo/Moel;Sehat;Pemulihan;Pemulihan;Sehat;'0-2
Arya/Moel;Angga/Eka;Sakit;Sakit;Sehat;Cedera;'1-2
David/Dennis;Wawo/Moel;Sakit;Sehat;Cedera;Pemulihan;'2-0
Wawo/Wirawan;David/Eka;Sakit;Cedera;Sakit;Pemulihan;'0-2
Wawo/Eka;David/Moel;Sakit;Sehat;Sakit;Cedera;'0-2
Moel/Arya;Angga/Wirawan;Pemulihan;Cedera;Sakit;Sehat;'2-0
Moel/Angga;Arya/David;Pemulihan;Sakit;Sakit;Cedera;'2-0
Eka/Moel;Wawo/Angga;Sehat;Pemulihan;Sehat;Cedera;'2-0
Wirawan/Arya;Wawo/Angga;Cedera;Pemulihan;Sehat;Cedera;'2-0
Wirawan/Dennis;Eka/Wawo;Pemulihan;Sakit;Sehat;Sehat;'0-2
Moel/Arya;Wawo/Angga;Sakit;Cedera;Cedera;Sehat;'2-0
Arya/David;Angga/Eka;Sakit;Cedera;Cedera;Sakit;'1-2
Wirawan/David;Eka/Dennis;Sakit;Sakit;Sehat;Sehat;'1-2
Moel/Dennis;Wirawan/Arya;Pemulihan;Sehat;Sakit;Pemulihan;'1-2
Moel/Angga;David/Dennis;Sakit;Pemulihan;Cedera;Sakit;'1-2
Moel/David;Wirawan/Angga;Sakit;Sakit;Pemulihan;Sakit;'1-2
Arya/Dennis;David/Moel;Cedera;Cedera;Pemulihan;Sehat;'0-2
Eka/Wawo;Dennis/Wirawan;Sehat;Sehat;Pemulihan;Sehat;'1-2
Dennis/Moel;Angga/Wirawan;Cedera;Sehat;Sakit;Cedera;'0-2
